"cc";"aggcode";"aggname";"typeofsensitivearea";"sizecat";"generatedload_10th";"generatedload_9th";"generatedload_delta";"connectedload_10th";"connectedload_9th";"iasload_10th";"iasload_9th";"dischargewithouttreatment_10th";"dischargewithouttreatment_9th";"gp_10th";"art3_10th";"art4_10th";"art5_10th";"art6_10th";"dtt3_10th";"dtt4t_10th";"dtt4p_10th";"dtt5t_10th";"dtt5p_10th";"gp_9th";"art3_9th";"art4_9th";"art5_9th";"art6_9th";"dtt3_9th";"dtt4t_9th";"dtt4p_9th";"dtt5t_9th";"dtt5p_9th";"flagginv";"flaggmeasures";"nb_uwwtp";"nb_uwwtp_conn";"nb_dcp";"near_natura2000_uww_impacted";"near_natura2000_uww_impacted_intensity";"wfd_ecologicalstatus";"wfd_chemicalstatus";"wfd_uwwtd_status_point_p11";"wfd_uwwtd_status_point_p12";"wfd_uwwtd_status_diffuse_p26";"spztype_catchmentOfSensitiveArea";"spztype_coastalSensitiveArea";"spztype_lakeSensitiveArea";"spztype_otherProtectedArea";"spztype_riverSensitiveArea";"spztype_transitionalSensitiveArea";"spztype_freshwaterFishDesignatedWater";"spztype_shellfishDesignatedWater";"spztype_drinkingWaterProtectionArea";"spztype_nitrateVulnerableZone";"score";"status";"x";"y"
"ro";"ROAG_9798";"Apateu";"NI";1;2330;2330;0;0;0;0;0;2330;2330;"PD";"PD";"PD";"NR";"PD";2330;0;0;0;0;"PD";"PD";"NR";"NR";"PD";2330;0;0;0;0;1,55;"Construction of a sewage collecting system Apateu (14 km)";0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;21,78;46,63
"ro";"ROAG_15509";"Ciofrangeni";"NI";1;2329;2540;-211;0;0;0;0;2329;2540;"PD";"PD";"PD";"NR";"PD";2329;0;0;0;0;"PD";"PD";"NR";"NR";"PD";2540;0;0;0;0;1,30;"Construction  of the sewage collection system";0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;24,55;45,08
"ro";"ROAG_163002";"Codaiesti";"NI";1;2328;2024;304;0;50;0;0;2328;1974;"PD";"PD";"PD";"NR";"PD";2328;0;0;0;0;"PD";"PD";"PD";"NR";"PD";1974;50;50;0;0;2,08;"Construction  of the sewage collection system (9 km)";0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;27,76;46,87
"ro";"ROAG_156776";"Dumbrava";"NI";1;2327;972;1355;0;;163;;2164;;"PD";"PD";"PD";"NR";"PD";2164;0;0;0;0;;;;;;;;;;;2,62;"Phaze I under construction new sewerage network (16,42 Km) - 3,36 km left to achieve for 2018;
Phaze II extension of sewerage network - 15 km";0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;22,11;45,82
"ro";"ROAG_151255";"Zamostea";"NI";1;2326;2326;0;0;0;0;0;2326;2326;"PD";"PD";"PD";"NR";"PD";2326;0;0;0;0;"PD";"PD";"NR";"NR";"PD";2326;0;0;0;0;2,24;"Extension of the collecting system;";0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;26,19;47,86
"ro";"ROAG_129102";"Stoenesti";"NI";1;2324;2359;-35;0;0;0;0;2324;2359;"PD";"PD";"PD";"NR";"PD";2324;0;0;0;0;"PD";"PD";"NR";"NR";"PD";2359;0;0;0;0;3,58;"Construction  of the sewage collection system (20,2 km)     Wastewater pumping stations (1 pieces)";0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;24,48;44,07
"ro";"ROAG_135618";"Stefesti";"NI";1;2323;2323;0;0;0;0;0;2323;2323;"PD";"PD";"PD";"NR";"PD";2323;0;0;0;0;"PD";"PD";"NR";"NR";"PD";2323;0;0;0;0;5,18;"Construction  of the UWW sewage collection system to be treated in Varbilau UWWTP  - pumping stations for connection to the ROWP Varbilau -ROWP_136134_01";0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;25,90;45,22
"ro";"ROAG_50102";"Vernesti";"NI";1;2323;2323;0;0;0;0;0;2323;2323;"NC";"NC";"NC";"NR";"NR";2323;0;0;0;0;"PD";"PD";"NR";"NR";"PD";2323;0;0;0;0;3,47;"Extension of the UWW sewage collection system to be treated in Buzau UWWTP -RO2BZ_51";0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;26,73;45,20
"ro";"ROAG_10916";"Graniceri (Siclau)";"NI";1;2322;1298;1024;0;;0;;2322;;"PD";"PD";"PD";"NR";"PD";2322;0;0;0;0;;;;;;;;;;;1,98;"Extension of the sewage collecting system Graniceri and Siclau (16.215 km)";0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;21,31;46,51
"ro";"ROAG_126175";"Carlogani";"NI";1;2321;2591;-270;0;0;0;0;2321;2591;"NC";"NC";"NC";"NR";"NR";2321;0;0;0;0;"PD";"PD";"NR";"NR";"PD";2591;0;0;0;0;1,25;"Extension of the sewage collection system (4,8 km)                                                                                                Wastewater pumping stations (2 pieces)";0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;24,17;44,50
"ro";"ROAG_70245";"Milesti";"NI";1;2320;2706;-386;0;0;0;0;2320;2706;"PD";"PD";"PD";"NR";"PD";2320;0;0;0;0;"PD";"PD";"NR";"NR";"PD";2706;0;0;0;0;1,50;"Construction of a new sewage treatment works (5,8 Km pipelines)";0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;23,79;44,39
"ro";"ROAG_161543";"Vacareni";"NI";1;2319;;;0;;0;;2319;;"PD";"PD";"PD";"NR";"PD";2319;0;0;0;0;;;;;;;;;;;0,88;"Construction of sewerage network = 8,7 km. New wastewater pumping stations = 1 pcs.";0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;28,19;45,32
"ro";"ROAG_25004";"Rosiori";"NI";1;2318;2318;0;0;0;0;0;2318;2318;"PD";"PD";"PD";"NR";"PD";2318;0;0;0;0;"PD";"PD";"NR";"NR";"PD";2318;0;0;0;0;0,56;"Extension of the collecting system;";0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;27,08;46,72
"ro";"ROAG_130240";"Vulturesti";"NI";1;2318;2370;-52;0;0;0;0;2318;2370;"PD";"PD";"PD";"NR";"PD";2318;0;0;0;0;"PD";"PD";"NR";"NR";"PD";2370;0;0;0;0;3,11;"Construction  of the sewage collection system (16,5 km)     Wastewater pumping stations (1 pieces)";0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;24,34;44,71
"ro";"ROAG_153008";"Frumoasa";"NI";1;2315;2422;-107;0;0;0;0;2315;2422;"PD";"PD";"PD";"NR";"PD";2315;0;0;0;0;"PD";"PD";"NR";"NR";"PD";2422;0;0;0;0;3,71;"Construction of a new sewage treatment works";0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;25,47;43,78
"ro";"ROAG_121714";"Sabasa";"NI";1;2310;2310;0;0;0;0;0;2310;2310;"PD";"PD";"PD";"NR";"PD";2310;0;0;0;0;"PD";"PD";"NR";"NR";"PD";2310;0;0;0;0;1,00;"Extension of the collecting system;";0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;25,80;47,19
"ro";"ROAG_103513_01";"Silistea Snagovului";"NI";1;2310;2310;0;0;0;0;0;2310;2310;"PD";"PD";"PD";"NR";"PD";2310;0;0;0;0;"PD";"PD";"NR";"NR";"PD";2310;0;0;0;0;3,98;"Constrction of the UWW sewage collection system- pumping stations for connection to the  Gruiu UWWTP ROWP_103513_01";0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;26,17;44,73
"ro";"ROAG_133562";"Gornet";"NI";1;2310;2310;0;0;0;0;0;2310;2310;"PD";"PD";"PD";"NR";"PD";2310;0;0;0;0;"PD";"PD";"NR";"NR";"PD";2310;0;0;0;0;2,34;"Construction  of the UWW sewage collection system to be treated in Gornet UWWTP-pumping stations for connection to the ROWP_133562_01";0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;26,07;45,11
"ro";"ROAG_152476";"Calmatuiu de Sus";"NI";1;2310;2441;-131;0;0;0;0;2310;2441;"PD";"PD";"PD";"NR";"PD";2310;0;0;0;0;"PD";"PD";"NR";"NR";"PD";2441;0;0;0;0;0,95;"Construction of a new sewage treatment works";0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;24,81;44,02
"ro";"ROAG_102473";"Dascalu";"NI";1;2309;2309;0;0;0;0;0;2309;2309;"PD";"PD";"PD";"NR";"PD";2309;0;0;0;0;"PD";"PD";"NR";"NR";"PD";2309;0;0;0;0;0,90;"Constrction of the UWW sewage collection system to be treated in Dascalu UWWTP ROWP_102473_01";0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;26,22;44,60
"ro";"ROAG_22488";"Filipeni";"NI";1;2308;2286;22;0;0;0;0;2308;2286;"PD";"PD";"PD";"NR";"PD";2308;0;0;0;0;"PD";"PD";"NR";"NR";"PD";2286;0;0;0;0;2,90;"Construction  of the sewage collection system for Valea Botului, Slobozia, Fruntesti, Marasti, Brad, Balaia, Filipeni (23,1 km)
Pumping stations for connection to the  UWWTP Oncesti, ROWP_22488_01";0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;27,19;46,53
"ro";"ROAG_128310";"Poboru";"NI";1;2307;2155;152;0;0;0;0;2307;2155;"PD";"PD";"PD";"NR";"PD";2307;0;0;0;0;"PD";"PD";"NR";"NR";"PD";2155;0;0;0;0;1,20;"Construction of a new sewage treatment works";0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;24,49;44,66
"ro";"ROAG_37823";"Ibanesti";"NI";1;2306;2558;-252;0;0;0;0;2306;2558;"PD";"PD";"PD";"NR";"PD";2306;0;0;0;0;"PD";"PD";"NR";"NR";"PD";2558;0;0;0;0;15,26;"Construction  of the sewage collection system (96,2 km)
Construction of new pumping stations";0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;26,37;48,06
"ro";"ROAG_115717";"Beica De Jos";"NI";1;2305;2305;0;0;0;0;0;2305;2305;"PD";"PD";"PD";"NR";"PD";2305;0;0;0;0;"PD";"PD";"NR";"NR";"PD";2305;0;0;0;0;0,58;"Construction of the sewage system";0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;24,79;46,73
"ro";"ROAG_144562";"Darlos";"NI";1;2305;2305;0;0;0;0;0;2305;2305;"PD";"PD";"PD";"NR";"PD";2305;0;0;0;0;"PD";"PD";"NR";"NR";"PD";2305;0;0;0;0;2,55;"Construction of sewage system; Pumping station for waste water";0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;24,41;46,19
"ro";"ROAG_10293";"Buteni";"NI";1;2301;2301;0;0;0;0;0;2301;2301;"PD";"PD";"PD";"NR";"PD";2301;0;0;0;0;"PD";"PD";"NR";"NR";"PD";2301;0;0;0;0;2,01;"Construction of a sewage collecting system Buteni (7.7+3.95 km)";0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;22,11;46,32
"ro";"ROAG_101387";"Bucsani";"NI";1;2301;3745;-1444;0;0;0;0;2301;3745;"PD";"PD";"PD";"NR";"PD";2301;0;0;0;0;"PD";"PD";"NR";"NR";"PD";3745;0;0;0;0;0,83;"Construction of a new sewage treatment works";0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;25,66;44,36
"ro";"ROAG_151521";"Burla";"NI";1;2300;2300;0;0;0;0;0;2300;2300;"PD";"PD";"PD";"NR";"PD";2300;0;0;0;0;"PD";"PD";"NR";"NR";"PD";2300;0;0;0;0;1,14;"Extension of the collecting system;";0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;25,92;47,78
"cy";"CY515-Agglo";"Pyrgos";"NI";1;2300;2300;0;0;0;46;0;2254;2300;"NC";"NC";"NC";"NR";"NR";2254;0;0;0;0;"NC";"NC";"NR";"NR";"NR";2300;0;0;0;0;8,00;"Building of a Collecting System";0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;33,18;34,74
"cy";"CY413-Agglo";"Meneou";"NI";1;2300;2300;0;0;0;46;0;2254;2300;"NC";"NC";"NC";"NR";"NR";2254;0;0;0;0;"NC";"NC";"NR";"NR";"NR";2300;0;0;0;0;5,00;"Building of a Collecting System";0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;33,59;34,86
"ro";"ROAG_131899";"Adunati";"NI";1;2298;2298;0;0;0;0;0;2298;2298;"PD";"PD";"PD";"NR";"PD";2298;0;0;0;0;"PD";"PD";"NR";"NR";"PD";2298;0;0;0;0;4,05;"Construction  of the UWW sewage collection system to be treated in Adunati UWWTP-ROWP_131899_01";0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;25,60;45,18
"ro";"ROAG_83945";"Bilbor";"NI";1;2298;2298;0;0;0;17;17;2281;2281;"PD";"PD";"PD";"NR";"PD";2281;0;0;0;0;"PD";"PD";"NR";"NR";"PD";2281;0;0;0;0;1,24;"Extension of the collecting system;";0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;25,49;47,06
"ro";"ROAG_170881";"Livezi";"NI";1;2296;1878;418;0;;0;;2296;;"PD";"PD";"PD";"NR";"PD";2296;0;0;0;0;;;;;;;;;;;3,17;"Construction  of the sewage collection system (37,5 km)     Wastewater pumping stations (9 pieces)";0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;23,83;44,82
"ro";"ROAG_73932";"Robanesti";"NI";1;2292;2406;-114;0;0;0;0;2292;2406;"PD";"PD";"PD";"NR";"PD";2292;0;0;0;0;"PD";"PD";"NR";"NR";"PD";2406;0;0;0;0;1,38;"Construction  of the sewage collection system";0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;24,01;44,27
"ro";"ROAG_70726";"Apele Vii";"NI";1;2286;2256;30;0;0;0;0;2286;2256;"PD";"PD";"PD";"NR";"PD";2286;0;0;0;0;"PD";"PD";"NR";"NR";"PD";2256;0;0;0;0;2,68;"Construction of a new sewage treatment works (10.5 Km pipelines)";0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;24,06;44,06
"ro";"ROAG_123610_02";"Pangaricior";"NI";1;2285;2285;0;0;0;0;0;2285;2285;"PD";"PD";"PD";"NR";"PD";2285;0;0;0;0;"PD";"PD";"NR";"NR";"PD";2285;0;0;0;0;1,14;"Extension of the collecting system;";0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;26,21;46,93
"ro";"ROAG_98079";"Ciohorani";"NI";1;2284;2284;0;0;0;0;0;2284;2284;"PD";"PD";"PD";"NR";"PD";2284;0;0;0;0;"PD";"PD";"NR";"NR";"PD";2284;0;0;0;0;0,42;"Extension of the collecting system;";0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;26,68;47,13
"ro";"ROAG_74073";"Scaesti";"NI";1;2283;1199;1084;0;;0;;2283;;"PD";"PD";"PD";"NR";"PD";2283;0;0;0;0;;;;;;;;;;;4,94;"Construction of a new sewage treatment works 24 km";0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;23,56;44,45
"ro";"ROAG_97081";"Fantanele";"NI";1;2283;2296;-13;0;0;0;0;2283;2296;"PD";"PD";"PD";"NR";"PD";2283;0;0;0;0;"PD";"PD";"NR";"NR";"PD";2296;0;0;0;0;1,19;"Construction  of the sewage collection system (7 km)";0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;27,18;47,41
"ro";"ROAG_42165";"Ungra";"NI";1;2282;2167;115;0;0;0;0;2282;2167;"PD";"PD";"PD";"NR";"PD";2282;0;0;0;0;"PD";"PD";"NR";"NR";"PD";2167;0;0;0;0;1,70;"Construction  of the sewage collection system (5,277 km)           Wastewater pumping stations (1 pieces)                                         Connection to ROAG_41186_01 (UWWTP Hoghiz)";0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;25,21;45,96
"ro";"ROAG_65645";"Motaieni";"NI";1;2276;2276;0;0;0;0;0;2276;2276;"PD";"PD";"PD";"NR";"PD";2276;0;0;0;0;"PD";"PD";"NR";"NR";"PD";2276;0;0;0;0;2,25;"Extension of the UWW sewage collection system - pumping stations for connection to the Fieni UWWTP ROWP_65609_01";0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;25,40;45,08
"ro";"ROAG_81273";"Plopsoru";"NI";1;2276;;;0;;0;;2276;;"NC";"NC";"NC";"NR";"NR";2276;0;0;0;0;;;;;;;;;;;3,11;"Construction of a new sewage treatment works 32 km";0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;23,34;44,78
"ro";"ROAG_178885";"Negrilesti";"NI";1;2273;2273;0;0;0;0;0;2273;2273;"PD";"PD";"PD";"NR";"PD";2273;0;0;0;0;"PD";"PD";"NR";"NR";"PD";2273;0;0;0;0;0,50;"Extension of the collecting system";0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;26,70;45,93
"ro";"ROAG_57323";"Catcau";"NI";1;2273;2273;0;0;0;9;9;2264;2264;"NC";"NC";"NC";"NR";"NR";2264;0;0;0;0;"PD";"PD";"NR";"NR";"PD";2264;0;0;0;0;0,86;"Construction of sewage collecting system in Catcau";0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;23,78;47,21
"ro";"ROAG_85813";"Cozmeni";"NI";1;2272;2327;-55;0;0;0;0;2272;2327;"PD";"PD";"PD";"NR";"PD";2272;0;0;0;0;"PD";"PD";"NR";"NR";"PD";2327;0;0;0;0;2,76;"Construction  of collector Cozmeni- UWWTP Tusnad(4,5 km)    Connection to ROWP_86197_01 (UWWTP Tusnad)";0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;25,98;46,33
"ro";"ROAG_127135";"Giuvarasti";"NI";1;2271;2308;-37;0;0;0;0;2271;2308;"PD";"PD";"PD";"NR";"PD";2271;0;0;0;0;"PD";"PD";"NR";"NR";"PD";2308;0;0;0;0;0,53;"Construction  of the sewage collection system (11 km)     Wastewater pumping stations (2 pieces)                                Connection to ROWP_127377_01 (UWWTP Izbicieni)";0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;24,70;43,76
"ro";"ROAG_94580";"Stefan Voda";"NI";1;2270;2270;0;0;0;0;0;2270;2270;"PD";"PD";"PD";"NR";"PD";2270;0;0;0;0;"PD";"PD";"NR";"NR";"PD";2270;0;0;0;0;3,69;"Construction of the UWW sewage collection system to be treated in Stefan Voda UWWTP ROWP_94580_01";0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;27,34;44,32
"ro";"ROAG_36907";"Cristesti";"NI";1;2270;2535;-265;0;0;0;0;2270;2535;"PD";"PD";"PD";"NR";"PD";2270;0;0;0;0;"PD";"PD";"NR";"NR";"PD";2535;0;0;0;0;11,04;"Construction  of the sewage collection system (68 km)
Construction of  new pumping stations";0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;26,72;47,63
"ro";"ROAG_155804";"Belint";"NI";1;2264;1519;745;0;;181;;2083;;"PD";"PD";"PD";"NR";"PD";2083;0;0;0;0;;;;;;;;;;;3,36;"New sewerage network, discharge pipeline (21.267 Km), including connections to the sewerage system; 7 wastewater pumping station";0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;21,76;45,75
"ro";"ROAG_179784";"Boranesti";"NI";1;2259;2259;0;0;0;0;0;2259;2259;"PD";"PD";"PD";"NR";"PD";2259;0;0;0;0;"PD";"PD";"NR";"NR";"PD";2259;0;0;0;0;1,41;"Extension of the UWW sewage collection system - pumping stations for connection to the  Barcanesti UWWTP which is agglomeration below 2000 p.e.";0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;26,60;44,65
"ro";"ROAG_172162";"Perisani";"NI";1;2258;2287;-29;0;0;0;0;2258;2287;"PD";"PD";"PD";"NR";"PD";2258;0;0;0;0;"PD";"PD";"NR";"NR";"PD";2287;0;0;0;0;3,33;"Construction  of the sewage collection system (31 km)     Wastewater pumping stations (6 pieces)";0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;24,45;45,40
"ro";"ROAG_135020_01";"Buda";"NI";1;2256;2256;0;0;0;0;0;2256;2256;"PD";"PD";"PD";"NR";"PD";2256;0;0;0;0;"PD";"PD";"NR";"NR";"PD";2256;0;0;0;0;1,35;"Construction  of the UWW sewage collection system to be treated in Olari UWWTP  - pumping stations for connection to the UWWTP-ROWP_136250_01";0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;26,19;44,81
"ro";"ROAG_153133";"Lisa";"NI";1;2253;2395;-142;0;0;0;0;2253;2395;"PD";"PD";"PD";"NR";"PD";2253;0;0;0;0;"PD";"PD";"NR";"NR";"PD";2395;0;0;0;0;0,59;"Construction of a new sewage treatment works";0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;25,14;43,79
"ro";"ROAG_153874";"Radoiesti";"NI";1;2246;2350;-104;0;0;0;0;2246;2350;"PD";"PD";"PD";"NR";"PD";2246;0;0;0;0;"PD";"PD";"NR";"NR";"PD";2350;0;0;0;0;2,10;"Construction of a new sewage treatment works";0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;25,14;44,14
"ro";"ROAG_157889";"Urseni";"NI";1;2246;;;0;;584;;1662;;"PD";"PD";"PD";"NR";"PD";1662;0;0;0;0;;;;;;;;;;;1,43;"New sewerage network connected to Timisoara sewerage system , discharge pipeline (14,899 Km), including connections to the sewerage system; 4 wastewater pumping station";0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;21,30;45,69
"ro";"ROAG_99977";"Valea  Seaca";"NI";1;2244;2244;0;0;0;0;0;2244;2244;"NC";"NC";"PD";"NR";"NR";2244;0;0;0;0;"PD";"PD";"NR";"NR";"PD";2244;0;0;0;0;0,77;"Extension of the collecting system;";0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;26,66;47,29
"ro";"ROAG_136250";"Olari";"NI";1;2241;2241;0;0;0;0;0;2241;2241;"PD";"PD";"PD";"NR";"PD";2241;0;0;0;0;"PD";"PD";"NR";"NR";"PD";2241;0;0;0;0;1,13;"Construction  of the UWW sewage collection system to be treated in Olari UWWTP-ROWP_136250_01";0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;26,21;44,78
"ro";"ROAG_126399";"Coteana";"NI";1;2240;2840;-600;0;0;0;0;2240;2840;"PD";"PD";"PD";"NR";"PD";2240;0;0;0;0;"PD";"PD";"NR";"NR";"PD";2840;0;0;0;0;1,56;"Extension of the sewage collection system (6,48 km)                                                                                                Wastewater pumping stations (2 pieces)";0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;24,47;44,27
"ro";"ROAG_21891";"Colonesti";"NI";1;2240;2106;134;0;0;0;0;2240;2106;"PD";"PD";"PD";"NR";"PD";2240;0;0;0;0;"PD";"PD";"NR";"NR";"PD";2106;0;0;0;0;2,50;"Rehabilitation/Extension of the sewage collection system for Colonesti-Zapodia (8,6 km)
Construction  of the sewage collection system for Calini, Valea Mare, Spria, Satu Nou (11,4 km)";0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;27,30;46,58
"ro";"ROAG_124732_01";"Miron Costin";"NI";1;2239;2239;0;0;0;0;0;2239;2239;"PD";"PD";"PD";"NR";"PD";2239;0;0;0;0;"PD";"PD";"NR";"NR";"PD";2239;0;0;0;0;1,23;"Extension of the collecting system;";0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;26,79;46,92
"ro";"ROAG_143030";"Varsolt";"NI";1;2239;2239;0;0;0;111;111;2128;2128;"PD";"PD";"PD";"NR";"PD";2128;0;0;0;0;"PD";"PD";"NR";"NR";"PD";2128;0;0;0;0;0,65;"Construction of sewage network in Vârsolt and Recea Mica";0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;22,91;47,20
"ro";"ROAG_106639";"Sarasau";"NI";1;2238;2238;0;0;0;33;33;2205;2205;"PD";"PD";"PD";"NR";"PD";2205;0;0;0;0;"PD";"PD";"NR";"NR";"PD";2205;0;0;0;0;0,77;"Construction of the collecting system in  Sarasau";0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;23,82;47,95
"ro";"ROAG_28709";"Campani (Fanate, Harsesti, Sighistel)";"NI";1;2237;2237;0;0;0;0;0;2237;2237;"PD";"PD";"PD";"NR";"PD";2237;0;0;0;0;"PD";"PD";"NR";"NR";"PD";2237;0;0;0;0;0,09;"Construction of a sewage collecting system Campani (2.7 km)";0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;22,50;46,52
"ro";"ROAG_133722_01";"Mocesti";"NI";1;2237;2237;0;0;0;0;0;2237;2237;"PD";"PD";"PD";"NR";"PD";2237;0;0;0;0;"PD";"PD";"NR";"NR";"PD";2237;0;0;0;0;2,48;"Construction  of the UWW sewage collection system to be treated in Mocesti UWWTP-ROWP_133722_01_01";0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;26,24;45,05
"ro";"ROAG_153516_01";"Laceni";"NI";1;2234;;;0;;0;;2234;;"PD";"PD";"PD";"NR";"PD";2234;0;0;0;0;;;;;;;;;;;2,20;"Construction of a new sewage treatment works";0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;25,33;44,08
"ro";"ROAG_47453_01";"Lipia";"NI";1;2233;1974;259;0;;0;;2233;;"PD";"PD";"PD";"NR";"PD";2233;0;0;0;0;;;;;;;;;;;4,21;"Construction  of the UWW sewage collection system to be treated in Buzau UWWTP - PRO2BZ_51";0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;26,73;45,13
"ro";"ROAG_156302";"Checea";"NI";1;2233;;;0;;335;;1898;;"PD";"PD";"PD";"NR";"PD";1898;0;0;0;0;;;;;;;;;;;2,25;"New sewerage network, discharge pipeline, channel connections to Cenei sewerage system (20,732 Km), 620 connections to the sewerage system; 4 wastewater pumping station";0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;20,83;45,75
"ro";"ROAG_49849_01";"Pogonele";"NI";1;2233;2233;0;0;0;0;0;2233;2233;"PD";"PD";"PD";"NR";"PD";2233;0;0;0;0;"PD";"PD";"NR";"NR";"PD";2233;0;0;0;0;2,59;"Construction  of the UWW sewage collection system to be treated in Pogonele UWWTP  - pumping stations for connection to the ROWP_49849_01_01";0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;26,86;45,08
"ro";"ROAG_169315";"Creteni";"NI";1;2232;2385;-153;0;0;0;0;2232;2385;"PD";"PD";"PD";"NR";"PD";2232;0;0;0;0;"PD";"PD";"NR";"NR";"PD";2385;0;0;0;0;1,57;"Construction  of the sewage collection system (18 km)     Wastewater pumping stations (4 pieces)";0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;24,18;44,67
